Departement,Code_INSEE,pregion,code_DFCI,Jour,Heure,Surface_parcourue_m2,pTempMax_Deg,pTempMin_Deg,pWind_kmh,pWet_percent,pVisibility_km,pCloudCoverage_percent,pDayduration_hour,FFMC,ISI,SB
11,11170,corse,GC68A41,2011-06-19,22:59:00,5000,21,18,25,64,10.0,1.0,15:14:0,84.8687159782105,5.9758946704438545,5000
11,11170,provence-alpes-c-te-d-azur,GC68A41,2011-06-19,22:59:00,5000,22,15,36,68,10.0,1.0,15:24:0,84.02302740929798,8.584600790166343,5000
11,11132,provence-alpes-c-te-d-azur,GC28F61,2011-06-25,09:17:00,4000,29,18,15,74,10.0,1.0,15:24:0,83.64200328224699,2.7134815744665666,4000
2A,2A163,provence-alpes-c-te-d-azur,NB42L71,2011-06-25,10:40:00,100,29,18,15,74,10.0,1.0,15:24:0,83.64200328224699,2.7134815744665666,100
07,07156,provence-alpes-c-te-d-azur,HE46G22,2011-06-25,11:48:00,500,29,18,15,74,10.0,1.0,15:24:0,83.64200328224699,2.7134815744665666,500
2A,2A142,provence-alpes-c-te-d-azur,NB64D84,2011-06-25,11:59:00,400,29,18,15,74,10.0,1.0,15:24:0,83.64200328224699,2.7134815744665666,400
11,11118,provence-alpes-c-te-d-azur,GC26A43,2011-06-25,12:18:00,5000,29,18,15,74,10.0,1.0,15:24:0,83.64200328224699,2.7134815744665666,5000
34,34309,provence-alpes-c-te-d-azur,hd24e7,2011-06-25,13:46:00,10500,29,18,15,74,10.0,1.0,15:24:0,83.64200328224699,2.7134815744665666,10500
2A,2A017,provence-alpes-c-te-d-azur,NB28E44,2011-06-25,16:28:00,2500,29,18,15,74,10.0,1.0,15:24:0,83.64200328224699,2.7134815744665666,2500
2B,2B299,provence-alpes-c-te-d-azur,NC82C94,2011-06-25,16:50:00,3000,29,18,15,74,10.0,1.0,15:24:0,83.64200328224699,2.7134815744665666,3000
2A,2A089,provence-alpes-c-te-d-azur,NB68D21,2011-06-25,17:04:00,300,29,18,15,74,10.0,1.0,15:24:0,83.64200328224699,2.7134815744665666,300
07,07238,provence-alpes-c-te-d-azur,HE44D05,2011-06-25,17:05:00,5000,29,18,15,74,10.0,1.0,15:24:0,83.64200328224699,2.7134815744665666,5000
84,84135,provence-alpes-c-te-d-azur,HE80K6,2011-06-25,17:45:00,230000,29,18,15,74,10.0,1.0,15:24:0,83.64200328224699,2.7134815744665666,230000
2A,2A021,provence-alpes-c-te-d-azur,NB46K45,2011-06-25,18:52:00,5000,29,18,15,74,10.0,1.0,15:24:0,83.64200328224699,2.7134815744665666,5000
2B,2B354,languedoc-roussillon,NC60b31,2011-06-28,09:49:00,500,26,22,15,75,10.0,5.0,15:25:0,83.50997404995552,2.6238923747275953,500
2A,2A048,languedoc-roussillon,NB28G51,2011-06-28,10:10:00,500,26,22,15,75,10.0,5.0,15:25:0,83.50997404995552,2.6238923747275953,500
2A,2A259,languedoc-roussillon,NC40D12,2011-06-28,10:24:00,2000,26,22,15,75,10.0,5.0,15:25:0,83.50997404995552,2.6238923747275953,2000
2A,2A008,languedoc-roussillon,NB46B64,2011-06-28,11:23:00,50,26,22,15,75,10.0,5.0,15:25:0,83.50997404995552,2.6238923747275953,50
2B,2B277,languedoc-roussillon,NC80B42,2011-06-28,11:24:00,60,26,22,15,75,10.0,5.0,15:25:0,83.50997404995552,2.6238923747275953,60
2A,2A091,languedoc-roussillon,NB46C53,2011-06-28,11:59:00,200,26,22,15,75,10.0,5.0,15:25:0,83.50997404995552,2.6238923747275953,200
2A,2A349,languedoc-roussillon,NB44F53,2011-06-28,13:00:00,22700,26,22,15,75,10.0,5.0,15:25:0,83.50997404995552,2.6238923747275953,22700
2A,2A323,languedoc-roussillon,NB48C65,2011-06-28,13:11:00,400,26,22,15,75,10.0,5.0,15:25:0,83.50997404995552,2.6238923747275953,400
11,11014,languedoc-roussillon,GC68A93,2011-06-28,14:12:00,10,26,22,15,75,10.0,5.0,15:25:0,83.50997404995552,2.6238923747275953,10
2A,2A300,languedoc-roussillon,NB84A65,2011-06-28,14:19:00,38000,26,22,15,75,10.0,5.0,15:25:0,83.50997404995552,2.6238923747275953,38000
2A,2A094,languedoc-roussillon,NB46L82,2011-06-28,14:33:00,150,26,22,15,75,10.0,5.0,15:25:0,83.50997404995552,2.6238923747275953,150
2A,2A324,languedoc-roussillon,NB48G81,2011-06-28,14:42:00,20,26,22,15,75,10.0,5.0,15:25:0,83.50997404995552,2.6238923747275953,20
11,11262,languedoc-roussillon,GC48F73,2011-06-28,14:44:00,20,26,22,15,75,10.0,5.0,15:25:0,83.50997404995552,2.6238923747275953,20
48,48195,languedoc-roussillon,GE60K9,2011-06-28,14:51:00,110000,26,22,15,75,10.0,5.0,15:25:0,83.50997404995552,2.6238923747275953,110000
2A,2A247,languedoc-roussillon,NB64L15,2011-06-28,15:09:00,100,26,22,15,75,10.0,5.0,15:25:0,83.50997404995552,2.6238923747275953,100
2A,2A249,languedoc-roussillon,NB44D63,2011-06-28,15:50:00,1600,26,22,15,75,10.0,5.0,15:25:0,83.50997404995552,2.6238923747275953,1600
2B,2B049,languedoc-roussillon,NC24K35,2011-06-28,16:30:00,15000,26,22,15,75,10.0,5.0,15:25:0,83.50997404995552,2.6238923747275953,15000
2A,2A017,languedoc-roussillon,NB28F41,2011-06-28,17:52:00,40000,26,22,15,75,10.0,5.0,15:25:0,83.50997404995552,2.6238923747275953,40000
48,48002,languedoc-roussillon,GE68G2,2011-06-28,18:06:00,500,26,22,15,75,10.0,5.0,15:25:0,83.50997404995552,2.6238923747275953,500
34,34035,languedoc-roussillon,hd04c5,2011-06-28,18:10:00,6200,26,22,15,75,10.0,5.0,15:25:0,83.50997404995552,2.6238923747275953,6200
2A,2A323,languedoc-roussillon,NB48C65,2011-06-28,18:22:00,100,26,22,15,75,10.0,5.0,15:25:0,83.50997404995552,2.6238923747275953,100
2A,2A228,languedoc-roussillon,NB26H53,2011-06-28,18:48:00,200,26,22,15,75,10.0,5.0,15:25:0,83.50997404995552,2.6238923747275953,200
48,48053,provence-alpes-c-te-d-azur,HE04E2,2011-06-30,07:14:00,1500,24,18,38,77,10.0,1.0,15:22:0,85.6282240058761,13.466616942108338,1500
48,48053,languedoc-roussillon,HE04E2,2011-06-30,07:14:00,1500,27,18,23,64,10.0,1.0,15:24:0,85.3517635586051,5.980518349524831,1500
04,04106,provence-alpes-c-te-d-azur,KD88D6,2011-06-30,11:49:00,340,24,18,38,77,10.0,1.0,15:22:0,85.6282240058761,13.466616942108338,340
04,04106,languedoc-roussillon,KD88D6,2011-06-30,11:49:00,340,27,18,23,64,10.0,1.0,15:24:0,85.3517635586051,5.980518349524831,340
11,11013,provence-alpes-c-te-d-azur,GD20H22,2011-06-30,11:57:00,2000,24,18,38,77,10.0,1.0,15:22:0,85.6282240058761,13.466616942108338,2000
11,11013,languedoc-roussillon,GD20H22,2011-06-30,11:57:00,2000,27,18,23,64,10.0,1.0,15:24:0,85.3517635586051,5.980518349524831,2000
2A,2A271,provence-alpes-c-te-d-azur,NB28K15,2011-06-30,12:01:00,3000,24,18,38,77,10.0,1.0,15:22:0,85.6282240058761,13.466616942108338,3000
2A,2A271,languedoc-roussillon,NB28K15,2011-06-30,12:01:00,3000,27,18,23,64,10.0,1.0,15:24:0,85.3517635586051,5.980518349524831,3000
30,30291,provence-alpes-c-te-d-azur,HE20F4,2011-06-30,13:59:00,5000,24,18,38,77,10.0,1.0,15:22:0,85.6282240058761,13.466616942108338,5000
30,30291,languedoc-roussillon,HE20F4,2011-06-30,13:59:00,5000,27,18,23,64,10.0,1.0,15:24:0,85.3517635586051,5.980518349524831,5000
2A,2A362,provence-alpes-c-te-d-azur,NB84D91,2011-06-30,14:11:00,400,24,18,38,77,10.0,1.0,15:22:0,85.6282240058761,13.466616942108338,400
2A,2A362,languedoc-roussillon,NB84D91,2011-06-30,14:11:00,400,27,18,23,64,10.0,1.0,15:24:0,85.3517635586051,5.980518349524831,400
66,66189,provence-alpes-c-te-d-azur,GC44E03,2011-06-30,16:49:00,100000,24,18,38,77,10.0,1.0,15:22:0,85.6282240058761,13.466616942108338,100000
66,66189,languedoc-roussillon,GC44E03,2011-06-30,16:49:00,100000,27,18,23,64,10.0,1.0,15:24:0,85.3517635586051,5.980518349524831,100000
83,83012,provence-alpes-c-te-d-azur,KD84H32,2011-06-30,17:58:00,88600,24,18,38,77,10.0,1.0,15:22:0,85.6282240058761,13.466616942108338,88600
83,83012,languedoc-roussillon,KD84H32,2011-06-30,17:58:00,88600,27,18,23,64,10.0,1.0,15:24:0,85.3517635586051,5.980518349524831,88600
66,66138,provence-alpes-c-te-d-azur,GC44A74,2011-06-30,22:01:00,20000,24,18,38,77,10.0,1.0,15:22:0,85.6282240058761,13.466616942108338,20000
66,66138,languedoc-roussillon,GC44A74,2011-06-30,22:01:00,20000,27,18,23,64,10.0,1.0,15:24:0,85.3517635586051,5.980518349524831,20000
13,13022,provence-alpes-c-te-d-azur,KD60A42,2011-06-30,23:47:00,5000,24,18,38,77,10.0,1.0,15:22:0,85.6282240058761,13.466616942108338,5000
13,13022,languedoc-roussillon,KD60A42,2011-06-30,23:47:00,5000,27,18,23,64,10.0,1.0,15:24:0,85.3517635586051,5.980518349524831,5000
34,34172,provence-alpes-c-te-d-azur,hd44e6,2011-07-01,00:46:00,500,23,16,37,76,10.0,3.0,15:20:0,85.85101282400191,13.379858464608995,500
2A,2A092,provence-alpes-c-te-d-azur,NB86E24,2011-07-01,13:16:00,5000,23,16,37,76,10.0,3.0,15:20:0,85.85101282400191,13.379858464608995,5000
83,83134,provence-alpes-c-te-d-azur,LD22G75,2011-07-01,14:16:00,500,23,16,37,76,10.0,3.0,15:20:0,85.85101282400191,13.379858464608995,500
13,13039,provence-alpes-c-te-d-azur,KD02B41,2011-07-01,15:00:00,1210000,23,16,37,76,10.0,3.0,15:20:0,85.85101282400191,13.379858464608995,1210000
2A,2A249,provence-alpes-c-te-d-azur,NB44E5,2011-07-01,17:09:00,50,23,16,37,76,10.0,3.0,15:20:0,85.85101282400191,13.379858464608995,50
13,13028,provence-alpes-c-te-d-azur,KD60D01,2011-07-01,18:38:00,10,23,16,37,76,10.0,3.0,15:20:0,85.85101282400191,13.379858464608995,10
13,13040,provence-alpes-c-te-d-azur,KD42L65,2011-07-01,22:48:00,1200,23,16,37,76,10.0,3.0,15:20:0,85.85101282400191,13.379858464608995,1200
04,04135,corse,LD08E0,2011-07-08,10:40:00,18000,28,25,11,72,10.0,2.0,15:5:0,84.51176139204759,2.7281173320711023,18000
83,83137,corse,KC88G91,2011-07-08,12:43:00,1000,28,25,11,72,10.0,2.0,15:5:0,84.51176139204759,2.7281173320711023,1000
30,30212,corse,HD68K2,2011-07-08,13:46:00,20,28,25,11,72,10.0,2.0,15:5:0,84.51176139204759,2.7281173320711023,20
13,13028,corse,KD60D01,2011-07-08,14:05:00,25,28,25,11,72,10.0,2.0,15:5:0,84.51176139204759,2.7281173320711023,25
2A,2A006,corse,NB28G22,2011-07-08,15:47:00,105000,28,25,11,72,10.0,2.0,15:5:0,84.51176139204759,2.7281173320711023,105000
2A,2A040,corse,NB48L91,2011-07-08,18:40:00,50,28,25,11,72,10.0,2.0,15:5:0,84.51176139204759,2.7281173320711023,50
13,13047,corse,KD04H04,2011-07-08,21:11:00,2500,28,25,11,72,10.0,2.0,15:5:0,84.51176139204759,2.7281173320711023,2500
34,34204,languedoc-roussillon,gd84k9,2011-07-20,00:58:00,4400,24,17,28,70,10.0,9.0,14:59:0,83.96568262844103,5.65802328132544,4400
2B,2B159,languedoc-roussillon,NC88B75,2011-07-20,12:03:00,53000,24,17,28,70,10.0,9.0,14:59:0,83.96568262844103,5.65802328132544,53000
2B,2B346,languedoc-roussillon,NC84C53,2011-07-20,12:58:00,300,24,17,28,70,10.0,9.0,14:59:0,83.96568262844103,5.65802328132544,300
2B,2B033,languedoc-roussillon,NC86B31,2011-07-20,14:17:00,30000,24,17,28,70,10.0,9.0,14:59:0,83.96568262844103,5.65802328132544,30000
2A,2A004,languedoc-roussillon,NB28H03,2011-07-20,14:20:00,200,24,17,28,70,10.0,9.0,14:59:0,83.96568262844103,5.65802328132544,200
2A,2A032,languedoc-roussillon,NB48A01,2011-07-20,14:25:00,300,24,17,28,70,10.0,9.0,14:59:0,83.96568262844103,5.65802328132544,300
83,83033,languedoc-roussillon,LD00G91,2011-07-20,14:27:00,8800,24,17,28,70,10.0,9.0,14:59:0,83.96568262844103,5.65802328132544,8800
66,66121,languedoc-roussillon,GC24D22,2011-07-20,14:32:00,150000,24,17,28,70,10.0,9.0,14:59:0,83.96568262844103,5.65802328132544,150000
11,11152,languedoc-roussillon,GC48A14,2011-07-20,17:21:00,15,24,17,28,70,10.0,9.0,14:59:0,83.96568262844103,5.65802328132544,15
13,13007,languedoc-roussillon,KD62D12,2011-07-20,19:24:00,100,24,17,28,70,10.0,9.0,14:59:0,83.96568262844103,5.65802328132544,100
2A,2A249,languedoc-roussillon,NB44E65,2011-07-20,21:56:00,200,24,17,28,70,10.0,9.0,14:59:0,83.96568262844103,5.65802328132544,200
13,13028,languedoc-roussillon,KD60D01,2011-07-20,22:00:00,30,24,17,28,70,10.0,9.0,14:59:0,83.96568262844103,5.65802328132544,30
07,07155,corse,HE46L03,2011-07-23,01:29:00,3000,23,19,29,71,10.0,13.0,14:43:0,83.85543426738603,5.793199063148043,3000
34,34079,corse,gd84a5,2011-07-23,07:10:00,5000,23,19,29,71,10.0,13.0,14:43:0,83.85543426738603,5.793199063148043,5000
2A,2A247,corse,NB84C33,2011-07-23,14:28:00,185000,23,19,29,71,10.0,13.0,14:43:0,83.85543426738603,5.793199063148043,185000
13,13055,corse,KD40F42,2011-07-23,17:24:00,3000,23,19,29,71,10.0,13.0,14:43:0,83.85543426738603,5.793199063148043,3000
2B,2B002,corse,NC80D21,2011-07-23,18:02:00,2000,23,19,29,71,10.0,13.0,14:43:0,83.85543426738603,5.793199063148043,2000
2A,2A041,corse,NB62K02,2011-07-23,19:23:00,5000,23,19,29,71,10.0,13.0,14:43:0,83.85543426738603,5.793199063148043,5000
11,11098,languedoc-roussillon,GC28F94,2011-08-08,09:53:00,11700,25,19,29,67,10.0,19.0,14:18:0,84.7517252934042,7.1268674711008435,11700
34,34183,languedoc-roussillon,GD60B4,2011-08-08,11:40:00,1000,25,19,29,67,10.0,19.0,14:18:0,84.7517252934042,7.1268674711008435,1000
34,34135,languedoc-roussillon,GD60E4,2011-08-08,15:50:00,91400,25,19,29,67,10.0,19.0,14:18:0,84.7517252934042,7.1268674711008435,91400
2A,2A247,languedoc-roussillon,NB84A11,2011-08-08,17:31:00,10,25,19,29,67,10.0,19.0,14:18:0,84.7517252934042,7.1268674711008435,10
34,34130,languedoc-roussillon,GD62F8,2011-08-08,18:24:00,49500,25,19,29,67,10.0,19.0,14:18:0,84.7517252934042,7.1268674711008435,49500
34,34130,languedoc-roussillon,GD62F8,2011-08-08,18:25:00,15000,25,19,29,67,10.0,19.0,14:18:0,84.7517252934042,7.1268674711008435,15000
34,34130,languedoc-roussillon,GD62F7,2011-08-08,18:26:00,29400,25,19,29,67,10.0,19.0,14:18:0,84.7517252934042,7.1268674711008435,29400
2B,2B185,languedoc-roussillon,NC66G25,2011-08-08,22:29:00,1,25,19,29,67,10.0,19.0,14:18:0,84.7517252934042,7.1268674711008435,1
34,34090,languedoc-roussillon,hd24e5,2011-08-09,01:04:00,700,25,16,30,70,10.0,8.0,14:16:0,83.96680473362392,6.2596554286679345,700
2B,2B188,languedoc-roussillon,NC64L93,2011-08-09,03:30:00,900,25,16,30,70,10.0,8.0,14:16:0,83.96680473362392,6.2596554286679345,900
2B,2B185,languedoc-roussillon,NC66G15,2011-08-09,10:21:00,40000,25,16,30,70,10.0,8.0,14:16:0,83.96680473362392,6.2596554286679345,40000
83,83101,languedoc-roussillon,LD40E55,2011-08-09,10:23:00,100,25,16,30,70,10.0,8.0,14:16:0,83.96680473362392,6.2596554286679345,100
13,13092,languedoc-roussillon,KD24A04,2011-08-09,11:42:00,2000,25,16,30,70,10.0,8.0,14:16:0,83.96680473362392,6.2596554286679345,2000
13,13028,languedoc-roussillon,KD60D01,2011-08-09,12:30:00,50,25,16,30,70,10.0,8.0,14:16:0,83.96680473362392,6.2596554286679345,50
66,66231,languedoc-roussillon,GC26K02,2011-08-09,12:37:00,2500000,25,16,30,70,10.0,8.0,14:16:0,83.96680473362392,6.2596554286679345,2500000
06,06069,languedoc-roussillon,LD66F14,2011-08-09,13:02:00,100,25,16,30,70,10.0,8.0,14:16:0,83.96680473362392,6.2596554286679345,100
11,11144,languedoc-roussillon,GC46G22,2011-08-09,14:38:00,10,25,16,30,70,10.0,8.0,14:16:0,83.96680473362392,6.2596554286679345,10
11,11068,languedoc-roussillon,GC08L81,2011-08-09,16:54:00,8097,25,16,30,70,10.0,8.0,14:16:0,83.96680473362392,6.2596554286679345,8097
34,34158,languedoc-roussillon,GD20G7,2011-08-09,18:35:00,4000,25,16,30,70,10.0,8.0,14:16:0,83.96680473362392,6.2596554286679345,4000
83,83065,languedoc-roussillon,LD40C61,2011-08-09,18:37:00,150,25,16,30,70,10.0,8.0,14:16:0,83.96680473362392,6.2596554286679345,150
83,83137,languedoc-roussillon,KC88E95,2011-08-09,19:04:00,2000,25,16,30,70,10.0,8.0,14:16:0,83.96680473362392,6.2596554286679345,2000
34,34219,languedoc-roussillon,GD22K9,2011-08-09,19:15:00,300,25,16,30,70,10.0,8.0,14:16:0,83.96680473362392,6.2596554286679345,300
13,13028,languedoc-roussillon,KD60D01,2011-08-09,19:57:00,100,25,16,30,70,10.0,8.0,14:16:0,83.96680473362392,6.2596554286679345,100
11,11098,languedoc-roussillon,GC28F83,2011-08-09,21:02:00,600,25,16,30,70,10.0,8.0,14:16:0,83.96680473362392,6.2596554286679345,600
66,66148,languedoc-roussillon,GC62B21,2011-08-09,21:08:00,160000,25,16,30,70,10.0,8.0,14:16:0,83.96680473362392,6.2596554286679345,160000
2B,2B188,corse,NC86A03,2011-08-10,03:46:00,300,26,19,9,64,10.0,2.0,14:5:0,85.30739849891077,2.926879583327081,300
2B,2B265,corse,NC84A95,2011-08-10,04:05:00,150000,26,19,9,64,10.0,2.0,14:5:0,85.30739849891077,2.926879583327081,150000
2B,2B037,corse,NC86A02,2011-08-10,04:05:00,100000,26,19,9,64,10.0,2.0,14:5:0,85.30739849891077,2.926879583327081,100000
11,11262,corse,GC68C81,2011-08-10,11:46:00,2,26,19,9,64,10.0,2.0,14:5:0,85.30739849891077,2.926879583327081,2
83,83102,corse,LD04E91,2011-08-10,11:50:00,200,26,19,9,64,10.0,2.0,14:5:0,85.30739849891077,2.926879583327081,200
2B,2B033,corse,NC86B41,2011-08-10,13:23:00,3000,26,19,9,64,10.0,2.0,14:5:0,85.30739849891077,2.926879583327081,3000
2B,2B148,corse,NC84D63,2011-08-10,15:01:00,50000,26,19,9,64,10.0,2.0,14:5:0,85.30739849891077,2.926879583327081,50000
26,26176,corse,KE06A02,2011-08-10,16:12:00,2500,26,19,9,64,10.0,2.0,14:5:0,85.30739849891077,2.926879583327081,2500
2B,2B343,languedoc-roussillon,NC84C33,2011-08-13,01:12:00,1000,28,20,22,63,10.0,12.0,14:5:0,85.76803911152342,6.182046222928901,1000
2B,2B185,languedoc-roussillon,NC66G13,2011-08-13,11:54:00,7500,28,20,22,63,10.0,12.0,14:5:0,85.76803911152342,6.182046222928901,7500
2B,2B185,languedoc-roussillon,NC66G13,2011-08-13,12:16:00,7500,28,20,22,63,10.0,12.0,14:5:0,85.76803911152342,6.182046222928901,7500
13,13028,languedoc-roussillon,KD60D01,2011-08-13,13:10:00,15,28,20,22,63,10.0,12.0,14:5:0,85.76803911152342,6.182046222928901,15
83,83019,languedoc-roussillon,LD20C11,2011-08-13,14:50:00,10,28,20,22,63,10.0,12.0,14:5:0,85.76803911152342,6.182046222928901,10
34,34109,languedoc-roussillon,GD62G7,2011-08-13,14:55:00,710000,28,20,22,63,10.0,12.0,14:5:0,85.76803911152342,6.182046222928901,710000
34,34109,languedoc-roussillon,GD62H7,2011-08-13,15:02:00,300,28,20,22,63,10.0,12.0,14:5:0,85.76803911152342,6.182046222928901,300
2B,2B155,languedoc-roussillon,NC82B11,2011-08-13,15:13:00,1500,28,20,22,63,10.0,12.0,14:5:0,85.76803911152342,6.182046222928901,1500
13,13040,languedoc-roussillon,KD42L62,2011-08-13,16:22:00,40,28,20,22,63,10.0,12.0,14:5:0,85.76803911152342,6.182046222928901,40
2B,2B281,languedoc-roussillon,NC88A12,2011-08-13,16:32:00,150,28,20,22,63,10.0,12.0,14:5:0,85.76803911152342,6.182046222928901,150
13,13040,languedoc-roussillon,KD42L65,2011-08-13,22:43:00,20,28,20,22,63,10.0,12.0,14:5:0,85.76803911152342,6.182046222928901,20
2B,2B079,corse,NC64F33,2011-08-16,10:43:00,300,27,21,13,83,10.0,5.0,13:51:0,85.09214801660218,3.4235804526685865,300
2B,2B320,corse,NC80F42,2011-08-16,12:14:00,88000,27,21,13,83,10.0,5.0,13:51:0,85.09214801660218,3.4235804526685865,88000
30,30344,corse,HD46F1,2011-08-16,12:41:00,10000,27,21,13,83,10.0,5.0,13:51:0,85.09214801660218,3.4235804526685865,10000
06,06088,corse,MD06A64,2011-08-16,12:44:00,60,27,21,13,83,10.0,5.0,13:51:0,85.09214801660218,3.4235804526685865,60
2A,2A130,corse,NB26K85,2011-08-16,15:32:00,1,27,21,13,83,10.0,5.0,13:51:0,85.09214801660218,3.4235804526685865,1
34,34304,corse,gd86b1,2011-08-16,17:26:00,8800,27,21,13,83,10.0,5.0,13:51:0,85.09214801660218,3.4235804526685865,8800
07,07153,corse,HE26L25,2011-08-16,21:58:00,2000,27,21,13,83,10.0,5.0,13:51:0,85.09214801660218,3.4235804526685865,2000
2B,2B029,languedoc-roussillon,NC66K45,2011-08-21,01:46:00,50,28,23,14,82,10.0,3.0,13:45:0,85.29873480651389,3.758811730896153,50
11,11069,languedoc-roussillon,GC08C94,2011-08-21,03:25:00,5,28,23,14,82,10.0,3.0,13:45:0,85.29873480651389,3.758811730896153,5
13,13028,languedoc-roussillon,KD60D01,2011-08-21,09:38:00,10,28,23,14,82,10.0,3.0,13:45:0,85.29873480651389,3.758811730896153,10
34,34293,languedoc-roussillon,GD24C1,2011-08-21,10:24:00,30,28,23,14,82,10.0,3.0,13:45:0,85.29873480651389,3.758811730896153,30
13,13028,languedoc-roussillon,KD60D01,2011-08-21,11:39:00,15,28,23,14,82,10.0,3.0,13:45:0,85.29873480651389,3.758811730896153,15
13,13028,languedoc-roussillon,KD60D01,2011-08-21,12:20:00,15,28,23,14,82,10.0,3.0,13:45:0,85.29873480651389,3.758811730896153,15
13,13028,languedoc-roussillon,KD60D01,2011-08-21,13:24:00,10,28,23,14,82,10.0,3.0,13:45:0,85.29873480651389,3.758811730896153,10
2A,2A285,languedoc-roussillon,NB66C03,2011-08-21,13:32:00,10,28,23,14,82,10.0,3.0,13:45:0,85.29873480651389,3.758811730896153,10
2A,2A232,languedoc-roussillon,NB46D11,2011-08-21,13:59:00,100,28,23,14,82,10.0,3.0,13:45:0,85.29873480651389,3.758811730896153,100
2A,2A285,languedoc-roussillon,NB66C03,2011-08-21,14:14:00,2,28,23,14,82,10.0,3.0,13:45:0,85.29873480651389,3.758811730896153,2
48,48117,languedoc-roussillon,HE24C0,2011-08-21,16:30:00,1700000,28,23,14,82,10.0,3.0,13:45:0,85.29873480651389,3.758811730896153,1700000
2B,2B096,languedoc-roussillon,NC40K91,2011-08-21,20:12:00,2500,28,23,14,82,10.0,3.0,13:45:0,85.29873480651389,3.758811730896153,2500
83,83070,languedoc-roussillon,LD20G22,2011-08-21,22:21:00,20,28,23,14,82,10.0,3.0,13:45:0,85.29873480651389,3.758811730896153,20
2B,2B172,corse,NC64H82,2011-08-27,01:03:00,20,24,20,28,75,10.0,13.0,13:23:0,101.0529891304348,78.36707129071247,20
2A,2A031,corse,NB48H34,2011-08-27,10:09:00,30,24,20,28,75,10.0,13.0,13:23:0,101.0529891304348,78.36707129071247,30
2A,2A211,corse,NB46F43,2011-08-27,10:45:00,40000,24,20,28,75,10.0,13.0,13:23:0,101.0529891304348,78.36707129071247,40000
2B,2B116,corse,NC60G92,2011-08-27,11:00:00,80000,24,20,28,75,10.0,13.0,13:23:0,101.0529891304348,78.36707129071247,80000
13,13028,corse,KD60D01,2011-08-27,12:49:00,10,24,20,28,75,10.0,13.0,13:23:0,101.0529891304348,78.36707129071247,10
11,11271,corse,GC26D64,2011-08-27,15:17:00,2000,24,20,28,75,10.0,13.0,13:23:0,101.0529891304348,78.36707129071247,2000
2B,2B080,corse,NC44K43,2011-08-27,17:30:00,5,24,20,28,75,10.0,13.0,13:23:0,101.0529891304348,78.36707129071247,5
83,83038,corse,LD24H53,2011-08-27,17:51:00,10,24,20,28,75,10.0,13.0,13:23:0,101.0529891304348,78.36707129071247,10
11,11370,corse,GD60B15,2011-08-27,18:09:00,250,24,20,28,75,10.0,13.0,13:23:0,101.0529891304348,78.36707129071247,250
2B,2B152,corse,NC88B51,2011-08-27,21:03:00,493300,24,20,28,75,10.0,13.0,13:23:0,101.0529891304348,78.36707129071247,493300
13,13028,corse,KD60D01,2011-08-27,21:18:00,20,24,20,28,75,10.0,13.0,13:23:0,101.0529891304348,78.36707129071247,20
2B,2B185,corse,NC66G12,2011-08-27,21:28:00,30000,24,20,28,75,10.0,13.0,13:23:0,101.0529891304348,78.36707129071247,30000
83,83031,corse,ld22d43,2011-08-27,22:23:00,300,24,20,28,75,10.0,13.0,13:23:0,101.0529891304348,78.36707129071247,300
83,83137,corse,KC88E95,2011-08-27,23:38:00,900,24,20,28,75,10.0,13.0,13:23:0,101.0529891304348,78.36707129071247,900
